emp_no,emp_title_id,birth_date,first_name,last_name,sex,hire_date
475124,s0001,10/5/1952,Dipankar,Schnelling,F,5/27/1990
234451,e0002,12/2/1959,Leucio,Luders,M,8/19/1993
286738,e0002,9/15/1955,Licheng,Conti,M,1/3/1998
202743,e0003,2/24/1963,Danel,Businaro,M,10/2/1992
489399,s0001,5/29/1952,Constantine,Bardell,M,5/15/1993
484986,e0002,7/20/1955,Luisa,Ruther,F,7/2/1989
43607,e0003,4/20/1961,Subhrajyoti,Herbst,F,11/21/1988
62977,e0003,2/22/1961,Gaurav,Lindenbaum,M,10/8/1985
475631,e0003,12/22/1954,Goo,Shigei,M,8/1/1992
106787,s0001,2/9/1958,Naftaly,Lally,M,6/7/1995
299803,s0002,5/9/1964,Torsten,Biran,F,5/22/1987
96657,s0002,5/30/1954,Anoosh,Krohm,F,9/11/1997
35611,e0003,1/11/1956,Khue,Ramsak,M,8/10/1986
490118,s0001,12/14/1964,Utz,Matzat,M,12/13/1990
232763,e0002,9/9/1962,Zijian,Thorelli,M,8/24/1996
102241,s0001,4/24/1962,Udo,Tetzlaff,M,4/9/1986
48622,e0002,4/4/1956,Shahab,Kossowski,F,9/19/1994
91993,e0003,2/12/1955,Bernd,Camurati,F,10/8/1993
498165,s0001,7/30/1954,Christoph,Stavenow,M,4/12/1986
484060,s0001,3/26/1959,Claude,Tramer,M,3/20/1990
93609,e0002,2/5/1957,Shih,Ranta,F,8/28/1987
70859,s0002,12/9/1956,Hugh,Hanratty,F,2/4/1985
229788,s0001,4/26/1960,Yuichiro,Lund,M,1/28/1986
454876,s0001,12/6/1955,Xiahua,Granlund,F,10/25/1993
98691,s0001,11/29/1961,Iara,Emmart,F,8/11/1994
96017,e0002,5/17/1952,Shem,Morrow,M,10/10/1998
216257,e0002,12/12/1961,Aiichiro,Lorch,M,7/8/1992
463661,s0002,10/13/1954,Minghong,Janocha,F,11/8/1988
458411,e0003,2/9/1957,Huiqun,Gurbaxani,M,6/17/1996
415636,s0001,2/27/1959,Danel,Danecki,M,5/4/1986
400225,e0003,4/3/1956,Ekawit,Erev,M,3/4/1989
81482,e0002,8/21/1961,Ingmar,Reghbati,M,3/27/1992
490807,e0003,7/22/1956,Dietrich,Jakobus,F,3/20/1988
470512,s0001,6/19/1960,Susanta,Jayawardene,M,12/1/1996
246967,s0001,7/13/1964,Shimshon,Vidya,M,4/16/1987
101477,s0001,5/8/1953,Kenroku,Piazza,M,11/2/1986
266721,s0002,5/12/1952,Atreye,Emmerich,M,12/16/1993
475921,s0001,10/18/1959,Snehasis,Hiyoshi,M,11/20/1987
490514,e0002,11/6/1962,Teunis,Shobatake,M,1/30/1992
74303,s0001,7/6/1956,Shawna,Ramaiah,F,3/2/1987
490030,s0001,10/25/1954,Nidapan,Millington,M,1/30/1993
216492,e0001,11/10/1963,Fuqing,Peres,M,8/6/1991
443854,e0003,3/30/1962,Hilari,Lung,F,9/7/1985
220201,s0002,5/30/1963,Zhensheng,Krichel,M,10/26/1987
414288,s0001,1/16/1954,Gou,Sabnani,F,11/22/1989
494580,e0002,10/21/1961,Shim,Sethi,M,7/4/1996
202720,e0003,11/28/1958,Fay,Maliniak,F,11/24/1988
292210,e0003,1/17/1965,Masaru,Huhdanpaa,M,6/21/1989
264425,e0002,5/20/1956,Bojan,Kavanagh,F,12/27/1996
90321,e0003,10/5/1957,Lijia,Selvestrel,M,5/31/1986
27758,s0001,12/24/1959,Basant,Perfilyeva,M,10/25/1985
459501,s0001,6/25/1954,Hairong,Demri,M,12/17/1995
288594,e0003,2/27/1962,Rildo,Rabehasaina,F,10/3/1987
475535,s0001,5/16/1953,Jianhui,Chelton,M,3/31/1989
466969,e0003,9/10/1955,Sariel,Skogmar,M,9/15/1988
80376,s0001,3/11/1954,Maha,Hofman,M,2/15/1990
264481,s0001,10/18/1952,Lene,Cooman,M,12/30/1997
217466,s0001,3/29/1961,Genevieve,Bojadziev,F,12/27/1985
486076,s0001,3/29/1962,Nahid,VanScheik,M,12/23/1985
60130,s0001,5/17/1960,Hiroyasu,Menhardt,M,6/1/1988
490382,s0001,9/16/1961,Becky,Khalil,F,3/13/1990
15106,e0002,7/1/1964,Rutger,Gornas,F,4/12/1990
421537,e0003,10/6/1952,Turgut,Koshiba,F,9/3/1991
492790,e0002,6/20/1956,Kasturi,Gargeya,M,4/3/1985
224421,s0002,8/13/1961,Evgueni,Luit,F,5/28/1995
437965,e0003,1/17/1959,Yonghoan,Schaar,M,2/10/1987
464056,s0001,7/16/1957,Cheong,Denos,M,8/22/1987
463559,e0003,5/13/1956,Zhiwei,Apsitis,M,6/5/1997
239652,s0001,11/20/1957,Arch,Duclos,M,2/2/1989
290098,e0002,5/23/1962,Youssef,Dymetman,F,6/7/1992
22892,s0002,5/21/1964,Giao,Monkewich,M,7/28/1985
255616,e0003,9/20/1962,Uzi,Rothe,M,5/25/1988
70675,s0001,4/1/1952,Edwin,Avouris,M,1/29/1987
45224,s0001,1/29/1962,Tomoyuki,Candan,M,12/16/1994
433458,e0003,7/19/1962,Vishu,Taubman,M,1/1/1988
109975,s0001,9/10/1960,Guenter,Marzano,F,11/20/1989
221584,e0003,3/12/1953,Xuejia,Kropp,M,5/12/1989
94350,s0002,12/29/1961,Bodo,Bergere,F,5/14/1986
27760,e0003,12/5/1959,Zhigen,Schrift,M,4/3/1991
29461,e0003,1/23/1962,Shridhar,Krychniak,F,11/2/1986
285416,s0001,2/21/1955,Pranav,Nivat,F,6/7/1987
468143,s0001,5/10/1952,Keung,Dalphin,F,4/27/1996
241380,e0003,4/18/1954,Josyula,Pezzoli,F,9/27/1987
247609,e0003,9/13/1963,Chinho,Perko,F,7/24/1991
85168,e0003,1/11/1956,Maik,Sevcikova,M,4/12/1986
296600,s0002,12/23/1952,Jiann,Muhling,M,10/22/1992
225162,s0001,12/24/1957,Kwangho,Bala,F,2/26/1992
217344,e0002,3/10/1963,Florian,Chaudhuri,F,12/24/1990
50732,s0002,3/22/1955,Woody,Greibach,M,4/15/1989
251885,e0003,4/12/1958,Danny,Pesch,M,5/7/1988
463240,e0003,4/9/1952,Temple,Alpin,F,8/31/1986
58792,e0002,11/17/1956,Georgy,Bahl,M,3/4/1991
435849,e0002,9/25/1962,Fay,Borovoy,F,9/20/1998
211796,s0001,4/10/1959,Duangkaew,Socorro,M,4/22/1985
294337,e0002,7/2/1960,Jinpo,Scharstein,F,8/20/1987
101051,e0001,5/26/1962,Niclas,Lunt,M,1/3/1995
59863,e0003,12/22/1964,Dannz,Montresor,M,11/2/1991
20468,e0003,3/4/1963,Arnould,Farrar,M,3/1/1986
478475,s0001,5/6/1963,Ortrun,Christianini,F,1/26/1992
23327,e0002,9/16/1962,Gianluca,Christianini,F,3/9/1987
446664,s0002,12/11/1960,Masaru,Butner,M,9/29/1988
265170,e0003,5/21/1956,Navid,Snedden,M,8/8/1987
201297,s0001,4/29/1954,Chaosheng,Hennebert,F,2/20/1999
90571,s0001,6/16/1959,Collette,Maccarone,M,3/19/1993
53827,e0002,1/13/1955,Shan,Baek,M,2/12/1985
449004,e0002,2/27/1952,Filipe,Szmurlo,F,6/26/1997
487665,e0003,11/17/1955,Abdelkader,Wroclawski,M,11/29/1992
60802,e0002,6/19/1960,Kwan,Pappas,F,3/30/1997
496490,e0002,4/3/1964,Collette,Weisert,F,7/16/1997
279293,e0002,9/12/1958,Tru,Shackel,F,3/10/1991
47148,e0003,5/10/1955,Makato,Baezner,F,4/12/1987
60075,e0003,12/15/1962,Angus,Levasseur,F,8/27/1989
448261,e0002,12/3/1960,Kwangjo,Winter,M,4/10/1985
455222,e0003,11/5/1960,Yechezkel,Pettis,F,11/22/1985
65025,e0004,9/20/1960,Bezalel,Kusalik,M,11/24/1988
64932,s0002,7/26/1957,Suvo,Ramsay,M,2/2/1991
84369,e0002,3/3/1958,Fuqing,Sidou,M,9/13/1988
257908,e0003,9/18/1961,Arco,Granlund,M,11/22/1986
21109,e0003,9/28/1953,Lech,Chenoweth,F,10/6/1988
263138,s0001,1/14/1964,Phuoc,Provine,F,2/26/1990
204253,s0001,5/16/1959,Yinghua,Itschner,M,10/6/1992
453811,s0001,12/7/1952,Mountaz,Shimshoni,F,11/23/1985
475657,e0003,12/26/1953,Shahid,Constantine,M,9/28/1987
262006,s0001,2/19/1952,Steve,Sherertz,F,10/6/1987
207678,e0002,4/5/1954,Claude,Gargeya,F,4/19/1987
200121,s0002,3/28/1958,Bangqing,Erdi,F,11/16/1994
266263,e0002,1/16/1955,Arno,Kopetz,F,6/13/1996
403732,e0003,7/27/1960,Masanao,Matheson,M,12/14/1988
438253,e0003,11/21/1955,IEEE,Crelier,F,1/4/1992
407920,e0002,1/16/1962,Quingbo,Leijenhorst,M,2/17/1986
469293,s0001,3/24/1954,Phule,Koyama,F,6/8/1988
42462,e0003,5/9/1963,Zongyan,Dengi,F,5/26/1990
476605,s0001,6/28/1959,Kazuhide,Pehl,F,10/21/1992
49891,e0001,1/26/1959,Mohua,Luft,M,5/31/1988
55875,e0002,8/3/1963,Elvis,Cherinka,M,4/20/1994
479374,e0003,1/3/1961,Shugo,Heystek,M,11/7/1991
38976,e0003,12/20/1955,Kensyu,Erman,M,3/25/1991
60089,e0003,7/15/1955,Feiyu,Garnham,M,5/22/1991
280177,e0003,11/27/1952,Youpyo,Keohane,F,11/20/1988
429678,s0001,7/18/1959,Wojceich,Benveniste,F,6/23/1986
254972,e0002,7/14/1957,Mihalis,Dredge,F,12/24/1985
431260,e0003,4/19/1958,Xuejun,Demke,M,8/3/1996
88263,s0001,1/15/1953,Suebskul,Merro,M,9/1/1987
412256,s0001,8/5/1958,Maria,Anguita,M,8/17/1988
231753,e0002,9/12/1961,Honesty,Gimarc,F,4/18/1997
295494,s0002,11/8/1960,Charlene,Steenbeek,M,7/19/1986
436872,s0001,7/28/1963,Eben,Babu,M,1/6/1987
255870,e0003,4/22/1959,Mana,Pews,M,8/18/1988
91349,e0002,9/12/1958,Hidde,Takanami,M,2/18/1991
219386,e0003,6/12/1963,Aksel,Pillow,M,2/25/1992
231401,e0003,4/1/1953,Fumino,Biran,F,2/10/1986
428687,e0004,4/14/1964,Gift,Porenta,M,9/8/1988
107129,s0001,2/2/1956,Poorav,Kulisch,M,11/13/1991
80020,e0003,11/1/1964,Theron,Merel,F,1/22/1988
51891,e0003,11/16/1960,Jaewon,Granlund,F,3/2/1990
469117,e0003,6/12/1959,Kazunori,Yetto,F,5/4/1987
236177,s0002,8/5/1963,Masali,Ruther,F,7/12/1989
52722,s0001,8/14/1963,Youssef,Zeidenstein,M,10/26/1986
58123,s0001,10/9/1955,Zhaofang,Isard,F,11/8/1988
470976,s0001,12/19/1952,Snehasis,Dredge,M,7/25/1987
10328,e0002,6/28/1955,Serenella,Kawashima,M,1/16/1994
251441,e0003,11/13/1959,Billur,Heuter,M,3/10/1985
83075,s0001,5/7/1957,Pradeep,Unni,M,9/24/1985
207161,e0002,12/15/1964,Malu,Rattan,F,2/21/1990
26527,e0003,7/22/1963,Chriss,Brizzi,M,10/26/1990
454001,s0001,8/28/1963,Danny,Kieras,F,9/7/1985
484214,e0002,9/28/1960,Mansur,Chenney,M,10/6/1991
433975,s0001,2/18/1957,Arlette,Chinen,M,6/25/1991
260427,e0003,11/22/1954,Munehiro,Jervis,M,10/20/1985
465006,e0003,9/24/1956,Patricia,Besselaar,F,4/18/1989
408540,e0002,9/19/1958,Danae,Hebert,F,10/11/1986
221409,s0001,3/30/1958,Achilleas,Varman,M,12/25/1996
461251,e0002,10/24/1958,Jenwei,Trystram,F,9/21/1996
493867,s0001,1/25/1957,Teruyuki,Angelov,M,11/8/1986
104505,e0002,4/17/1961,Maren,Parascandalo,F,7/6/1986
49050,e0002,2/23/1961,Feiyu,Lemarechal,F,1/5/1993
219068,s0002,9/22/1957,Mara,Maliniak,M,5/14/1988
65836,s0001,6/22/1962,Baocai,Braccini,M,10/31/1992
265958,e0003,8/16/1956,Barry,Marchesini,F,2/8/1988
31719,s0001,10/4/1952,JoAnne,Caine,M,10/15/1986
234975,e0003,3/9/1956,Basim,Bratsberg,F,11/12/1993
274492,s0001,10/23/1952,Malu,Zeilberger,M,2/19/1987
11397,e0004,9/1/1963,Fumiya,Kisuki,F,12/12/1992
108842,s0001,10/12/1952,Giordano,Heijenga,F,4/12/1985
55357,e0003,8/18/1961,Moheb,Mitsuhashi,F,2/25/1985
251287,e0003,8/19/1959,Manibrata,Solovay,M,10/15/1994
486376,s0002,6/18/1961,Yinlin,Papsdorf,M,11/1/1985
203041,e0003,10/21/1954,Djelloul,Sessa,M,2/12/1989
253700,s0001,2/14/1954,Masasuke,Comyn,M,6/11/1987
221249,s0001,3/16/1953,Godehard,Farrow,M,3/23/1989
211801,s0001,9/19/1954,Srinidhi,Merel,M,6/30/1988
65360,e0003,2/2/1963,Arunachalam,Thombley,M,12/13/1990
256240,e0003,8/20/1960,Danco,Wursthorn,F,1/14/1989
19396,e0001,10/14/1963,Siamak,Khalil,F,7/1/1987
471004,s0001,12/17/1955,Larisa,Baalen,M,2/25/1990
470886,e0002,1/28/1958,Mong,Ambroszkiewicz,M,4/21/1993
50898,e0002,10/8/1953,Stein,Varley,M,11/17/1995
97787,e0003,8/17/1954,Jayson,Zumaque,M,2/26/1986
219472,s0001,6/3/1957,Selwyn,Gimbel,F,10/24/1994
422156,s0001,6/9/1954,Chikara,Cardazo,M,2/8/1985
298723,e0003,2/1/1957,Ashish,Broomell,M,2/16/1985
405561,s0001,7/11/1952,Shmuel,Camarinopoulos,F,12/31/1997
405304,e0003,8/3/1952,Jolita,Falster,M,3/2/1990
66551,s0001,3/27/1954,Eirik,Rosiles,F,6/2/1993
273516,s0001,7/16/1956,Hilary,Ghazalie,M,5/4/1986
102053,s0001,2/24/1957,Mariusz,Kakkar,M,5/19/1989
256028,e0003,11/15/1952,Barna,Mandell,M,2/27/1988
271190,s0001,11/5/1952,Pradeep,Genther,M,11/25/1986
480195,s0001,6/7/1958,Zhiguo,Onuegbe,M,9/26/1987
265201,e0003,11/26/1954,Lakshmi,Walstra,M,5/10/1985
442862,s0001,9/2/1952,Munehiro,Dayang,M,5/5/1987
226318,s0002,7/10/1962,Woody,Guerreiro,F,10/9/1986
45213,s0001,11/11/1960,Quingbo,Salinas,M,9/30/1988
400986,e0003,2/20/1956,Kensei,Gist,M,12/17/1986
68119,e0003,10/6/1957,Fumiyo,Emiris,F,8/8/1987
208581,s0001,8/15/1952,Naftaly,Colorni,M,1/5/1994
239128,s0001,1/28/1961,Bernice,Gulik,M,5/31/1993
296650,e0003,3/19/1953,Margareta,Spieker,F,3/6/1987
92972,e0003,7/27/1954,Marjo,Ramamoorthy,M,5/27/1988
104170,e0002,4/30/1953,Marsal,Khalid,F,2/14/1992
35654,s0002,12/7/1958,Shaowei,Millington,M,3/5/1988
296153,e0003,5/28/1964,Zvonko,Boguraev,F,12/28/1986
496552,e0002,12/11/1956,Marin,Castellani,F,7/19/1995
282632,e0004,8/21/1962,Gaurav,Braunschweig,F,3/8/1997
41000,e0002,8/17/1956,Vatsa,Khamsi,M,8/10/1988
223975,e0003,8/17/1955,Yongmin,Kusakabe,M,1/26/1986
84831,s0001,11/15/1957,Muneo,Asrin,M,3/22/1987
485749,e0001,4/18/1954,Hugh,Munck,F,4/4/1992
44967,e0003,5/15/1956,Dante,Sankaranarayanan,M,10/18/1995
51200,s0001,12/19/1962,Gaurav,Ozeri,F,9/16/1995
454737,s0002,10/26/1963,Kiam,Maquelin,F,5/15/1992
77521,e0003,12/27/1963,Mari,Peot,M,6/10/1998
408745,e0002,7/16/1958,Maja,Baalen,M,1/18/1988
256115,e0003,3/1/1959,Niranjan,Prochazka,F,4/5/1987
486171,s0001,11/2/1953,Sailaja,Assaf,M,1/12/1991
460889,e0003,10/16/1963,Youpyo,Cappelletti,M,12/19/1990
227667,e0002,1/7/1958,Hiroyasu,Marzano,M,3/30/1989
292390,e0003,9/30/1962,Boaz,Schahn,M,8/18/1988
219539,e0003,9/11/1960,Mingzeng,Daescu,M,7/20/1988
447074,s0002,2/22/1960,Chrisa,Krychniak,M,10/6/1989
229673,e0003,3/31/1953,Saniya,Tomescu,M,2/11/1985
473730,s0001,9/21/1962,Shaowei,Sudbeck,M,7/20/1988
493593,e0003,11/20/1961,Uri,Iivonen,M,8/7/1991
218427,e0002,4/30/1963,Fumino,Lindqvist,M,2/9/1997
404571,e0003,1/21/1963,Khaled,Tanemo,M,6/5/1985
13417,s0001,5/20/1953,Dipayan,Condotta,M,11/5/1990
34702,e0003,9/20/1961,Denny,Eppinger,M,8/3/1999
217027,e0003,2/28/1956,Marit,Brodie,F,2/26/1985
209378,e0003,3/27/1959,Sampalli,Heemskerk,M,12/25/1987
255810,s0001,10/20/1962,Irena,Luders,M,3/4/1988
98267,s0001,5/28/1964,Lihong,Zwicker,M,9/3/1986
431199,s0002,1/3/1957,Poornachandra,Honglei,M,1/29/1988
98776,s0001,9/29/1959,Fay,Waymire,M,6/17/1994
488589,e0003,12/25/1959,Dietrich,Farrow,M,2/16/1986
266291,e0003,9/11/1960,Mayumi,Kaltofen,M,8/24/1989
70694,s0002,4/18/1958,Tesuya,Belinskaya,M,1/12/1988
411086,e0003,9/5/1957,Nevio,Baar,F,1/18/1990
463935,e0002,5/2/1955,Izaskun,Haldar,M,9/8/1985
200522,e0003,1/21/1959,Udaiprakash,Figueira,F,3/30/1988
242530,e0002,3/20/1958,Chaitali,Rahier,M,7/4/1992
492379,s0002,7/29/1962,Bernd,Detkin,F,7/30/1992
69402,s0001,9/13/1958,Chenye,Flasterstein,F,1/16/1987
298763,s0001,10/6/1962,Lillian,Morrey,F,5/17/1988
40811,s0001,7/4/1959,Reinhard,Farrar,M,7/21/1987
102637,s0001,2/21/1962,Jiakeng,Budinsky,F,11/1/1988
70561,e0002,11/15/1963,Djenana,Hutton,M,11/16/1997
472633,s0001,9/12/1952,Rosalyn,Picaronny,F,12/7/1986
249177,e0002,10/5/1963,Leen,Stille,M,8/21/1992
470058,s0001,6/13/1960,Zine,Solovay,M,3/8/1994
88634,s0001,1/24/1959,Radhakrishnan,Adachi,M,3/17/1988
203948,e0003,7/28/1957,Yishay,Barreiro,F,1/12/1989
12124,s0001,8/1/1964,Jingling,Schaaf,M,6/29/1986
299112,s0001,1/17/1961,Arif,Angel,M,10/20/1989
476126,e0002,1/21/1962,Wojceich,Bugaenko,M,9/3/1986
48495,e0002,12/24/1960,Huan,Aingworth,F,7/20/1989
404242,e0003,9/4/1963,Gudjon,Zwicker,M,3/10/1987
457023,s0002,3/24/1961,Mayuri,Schlenzig,F,10/14/1990
10854,e0002,8/11/1954,Jagoda,Nannarelli,M,7/13/1998
248771,e0004,1/19/1958,Kirk,Lyonns,M,11/1/1987
407151,e0002,10/23/1954,Gopalakrishnan,Murtha,F,1/8/1989
209992,s0002,3/16/1962,Steve,Tempesti,M,6/3/1987
281202,e0003,3/11/1963,Prasadram,Cincotta,F,3/29/1985
483023,e0003,1/11/1956,Kannan,Merle,F,4/6/1990
206600,e0003,8/8/1958,Karsten,Businaro,M,2/24/1989
219634,s0001,11/27/1956,Moon,Pillow,F,3/31/1993
426518,s0001,5/2/1952,Marek,Turnbull,M,8/28/1988
201357,e0003,6/13/1961,Miquel,Lunt,M,1/29/1992
71910,e0001,4/4/1961,Domenick,Schnelling,M,10/18/1991
406146,e0003,5/22/1957,Honesty,Stanfel,M,12/26/1993
414022,e0002,3/11/1958,Byong,Katiyar,F,7/8/1987
296143,s0001,4/13/1959,Subbu,Mamelak,M,8/14/1994
295856,e0003,2/5/1964,Gill,Liesche,M,2/27/1986
481855,s0002,9/3/1952,Sachem,Varley,F,8/25/1996
98204,e0003,1/20/1959,Jaewon,Conia,M,5/9/1990
99602,s0001,4/9/1962,Saeko,Pellegrinelli,F,10/15/1995
413987,s0001,5/29/1958,Kagan,Cairo,F,10/29/1988
96395,s0001,11/22/1962,Adas,Orsini,M,3/23/1991
294844,e0003,2/8/1961,Ortrun,Rijsenbrij,M,3/11/1988
442969,s0002,11/27/1961,Yoshimitsu,Sgarro,M,8/26/1986
95144,e0003,11/13/1955,Remzi,Shokrollahi,M,1/8/1994
51615,e0004,8/4/1958,Uzi,Kaltofen,M,1/9/1987
220881,s0001,2/13/1955,Subbu,Wissmann,M,7/28/1985
237455,s0001,5/25/1958,Mikhail,Kranzdorf,M,2/24/1990
487460,e0003,6/12/1956,Toong,Mitchem,F,2/5/1986
50461,s0001,10/9/1956,Susuma,Wegerle,F,12/7/1987
88109,e0003,1/5/1960,Basil,Soicher,F,1/10/1987
484508,e0003,12/12/1962,Aleksandar,Miara,F,2/12/1987
459034,s0001,10/26/1962,Khatoun,Kavraki,F,6/19/1993
493689,e0002,8/4/1962,Itzchak,Maliniak,M,4/10/1987
105824,s0002,12/29/1959,Arnd,Rabejac,M,5/5/1994
259455,e0003,2/22/1963,Muneo,Verhoeff,F,11/12/1985
234687,s0001,8/12/1956,Ravishankar,Beilner,F,9/12/1988
85216,s0002,1/18/1965,Ferdinand,Rosiles,F,7/8/1997
25960,e0003,4/22/1962,Dietrich,Oskamp,F,10/29/1985
94942,e0002,2/4/1958,Hercules,Ghalwash,M,10/12/1986
13470,s0002,4/24/1964,Qingxiang,Muhling,F,7/19/1989
453313,e0003,11/27/1963,Navin,Dulay,M,6/3/1997
293349,s0001,1/22/1956,Armond,Kroft,F,2/12/1990
33953,e0003,3/4/1958,Fayez,Hainaut,M,10/1/1990
76089,s0001,6/3/1959,Remzi,Kilgore,M,10/27/1991
460879,e0003,8/18/1964,Katsuo,Landherr,M,6/8/1993
10030,e0003,7/14/1958,Elvis,Demeyer,M,2/17/1994
73583,s0001,10/31/1958,Masasuke,Lieblein,M,11/14/1990
293627,e0003,3/8/1953,Keiichiro,Szilard,M,8/5/1986
30198,s0001,1/22/1954,Saeed,Arlazarov,M,8/16/1995
276544,e0003,1/13/1959,Akemi,Pauthner,M,7/4/1996
244519,s0001,3/29/1962,Greger,Peral,M,4/7/1988
412889,e0002,3/4/1956,Marc,Stille,M,8/6/1993
434765,e0003,4/24/1955,Kazunori,Fadgyas,F,4/26/1993
103286,e0002,5/29/1956,Jordanka,Conia,F,6/4/1990
291247,e0003,8/17/1959,Khun,Bage,M,8/10/1990
89072,s0001,9/25/1959,Uzi,Katalagarianos,M,12/26/1988
400710,s0001,12/25/1963,Bouchung,Schreiter,M,1/4/1990
39633,s0002,2/28/1953,Kirk,Vakili,M,10/27/1994
442466,s0002,12/8/1962,Subir,Jiafu,M,5/31/1995
400133,s0001,6/12/1956,Annemarie,Shihab,M,4/15/1991
84195,s0001,10/4/1963,Arnd,Dolinsky,M,9/11/1988
428326,e0002,12/21/1961,Masaru,Vidya,F,1/26/1994
15774,e0002,9/23/1956,Yoshimitsu,Makinen,F,1/7/1991
470020,e0002,7/29/1961,Otmar,Anily,M,10/6/1990
54093,e0003,5/10/1963,Berni,Ossenbruggen,M,6/24/1991
289799,s0002,2/8/1957,Florina,Merel,F,9/21/1990
104238,s0001,9/11/1956,Shao,Desikan,F,2/10/1985
294617,s0001,11/5/1957,Marke,Sooriamurthi,M,1/4/1988
73065,s0001,8/24/1958,Padma,Francisci,M,6/19/1995
472871,s0002,12/8/1957,Kellyn,Brookman,F,3/25/1986
247279,s0001,1/2/1957,Monique,Radwan,F,9/10/1986
99869,s0001,11/2/1960,Zengping,Rindone,F,9/21/1991
431932,s0002,10/9/1957,Tokuyasu,Vickson,F,9/25/1997
477191,e0003,1/4/1953,Ronnie,Frezza,M,5/24/1994
241410,e0003,1/2/1954,Feipei,Reeken,M,4/21/1995
471762,e0003,7/6/1954,Sachin,Kalafatis,M,4/9/1995
279431,e0002,11/3/1956,Duke,Spinelli,M,3/10/1989
211748,s0001,12/19/1955,Stafford,Matteis,M,6/10/1990
37418,e0001,11/3/1959,Bojan,Hemaspaandra,F,2/29/1988
257388,e0002,9/16/1957,Takahito,Ratzlaff,M,5/24/1989
249771,e0002,1/20/1957,Rildo,Eugenio,F,9/6/1993
453057,e0002,1/11/1956,Hilari,Lung,M,2/13/1988
411327,e0004,10/8/1963,Raimond,Luke,M,10/26/1993
451312,s0001,12/20/1959,Mabhin,Thebaut,M,12/10/1987
490042,e0002,10/9/1952,Vivian,Syrotiuk,F,9/6/1988
246415,s0001,2/13/1956,Souichi,Fasbender,F,12/11/1986
410427,s0002,9/9/1959,Aram,Smailagic,M,8/16/1994
469198,e0003,6/7/1962,Xiping,Sewelson,F,9/16/1986
43358,s0001,1/7/1965,Ottavia,Mitsuhashi,F,6/28/1988
209656,s0001,6/1/1955,Ger,Oehlmann,M,10/15/1985
455210,e0003,3/24/1962,Cathie,Koyama,M,4/27/1994
41356,s0001,11/18/1961,Gil,Teitelbaum,M,7/16/1986
443593,e0002,10/27/1959,Make,Frolund,M,7/1/1990
200764,s0001,11/3/1961,Yongmao,Nitsch,M,12/29/1988
35543,s0001,3/21/1960,Alejandro,Boudaillier,F,7/16/1988
436081,e0002,9/15/1956,Jaideep,Whittlesey,M,9/30/1986
87544,e0003,2/1/1963,Masali,Cardazo,M,3/28/1987
288611,e0003,5/10/1963,Kristof,Kohling,M,1/5/1994
457626,e0003,9/14/1963,Kristen,Roison,M,6/28/1991
273876,s0002,11/18/1956,Naraig,Sethi,F,2/12/1992
252806,s0001,11/30/1964,Kensyu,Lambe,M,3/26/1989
23396,e0004,1/2/1965,Hilari,Fairtlough,F,11/11/1986
489995,s0001,11/8/1955,Arumugam,Beeson,M,12/26/1992
64209,s0002,1/24/1965,Golgen,Schoegge,M,2/26/1988
403948,s0001,3/16/1964,Rosli,Kinley,F,5/2/1992
432917,e0003,5/25/1956,Sumali,Bressoud,F,7/24/1987
481901,s0002,10/22/1957,Gad,Neimat,M,6/8/1998
401013,s0001,10/8/1957,Lijia,Scallan,F,8/9/1996
445530,s0001,2/24/1959,Munir,Luby,M,10/1/1988
94875,e0003,9/1/1961,Mart,Chinen,M,10/4/1985
99119,e0003,7/29/1960,Zejun,Massonet,F,10/20/1986
442940,s0002,6/16/1961,Danae,Ramamoorthy,F,10/7/1991
295868,e0003,1/12/1962,Percy,Dichev,F,2/10/1985
17198,e0001,12/23/1962,Shem,Perly,F,7/22/1994
400045,e0003,2/13/1958,Chinho,Siepmann,M,4/21/1987
453505,s0001,3/24/1963,Ramalingam,Schwabacher,M,2/15/1997
84213,s0001,9/21/1954,Snehasis,Herath,F,11/27/1994
238516,s0002,10/12/1954,Torsten,Cyre,M,6/7/1989
30925,s0001,7/21/1962,Randi,Vandervoorde,F,11/7/1985
25484,s0001,12/23/1962,Fai,Gruenwald,F,6/11/1991
203452,s0001,7/9/1960,Gift,Birke,M,3/18/1987
424382,e0001,11/5/1952,Vishu,Capobianchi,M,3/11/1997
229084,e0003,12/13/1960,Larisa,Rajcani,M,10/14/1991
105766,s0001,11/18/1952,Boutros,Callaway,F,5/31/1988
419555,s0002,8/4/1962,Amstein,Kugler,F,9/2/1986
25206,s0002,10/23/1962,Berna,Zyda,M,2/24/1995
243337,e0003,1/28/1954,Aloys,Speek,F,6/3/1985
291177,s0001,10/5/1963,Zhongwei,Rosiles,M,10/25/1993
209436,s0001,7/13/1953,Barton,Benaini,F,10/21/1987
104080,s0001,9/3/1956,Niteen,Kadhim,F,10/7/1988
74499,s0001,10/28/1962,Kenton,Reeker,M,12/31/1989
481113,e0003,12/7/1957,Wanqing,Parveen,M,1/14/1988
205433,s0001,2/5/1961,Aria,Miara,F,11/27/1989
14356,e0003,4/15/1964,Remko,Zeidenstein,M,6/4/1985
444416,e0002,4/21/1953,Gift,Thorelli,F,9/14/1993
298896,s0001,2/4/1956,Menkae,Ghelli,F,2/24/1996
275970,e0004,6/22/1958,Huei,Riesenhuber,M,9/27/1990
